amount,timestamp,transaction_type,mcc_code,merchant_city,merchant_state,merchant_country,entry_mode,card_present,is_international,response_code,txn_count_1h,txn_amount_1h,distinct_merchants_24h,distinct_countries_30d,is_fraud
310.07,2024-08-30T22:00:00.000000,purchase,5812,Austin,IL,US,ecommerce,true,false,00,1,311.47,6,1,false
210.19,2024-07-14T12:00:00.000000,refund,5411,New York,TX,US,ecommerce,false,false,00,4,257.03,7,3,false
292.25,2024-12-05T20:00:00.000000,purchase,4111,New York,TX,US,chip,false,false,51,4,103.29,1,3,false
261.87,2024-03-18T15:00:00.000000,purchase,4111,New York,NY,US,chip,false,false,00,4,175.16,4,3,false
467.42,2024-01-19T04:00:00.000000,refund,5812,Austin,NY,US,contactless,false,false,00,1,159.24,4,3,false
102.93,2024-09-14T18:00:00.000000,purchase,5912,Austin,IL,US,chip,true,false,00,1,70.78,2,3,false
358.38,2024-06-18T03:00:00.000000,purchase,5814,Chicago,NY,US,chip,true,false,00,0,352.18,2,3,false
120.1,2024-08-13T03:00:00.000000,refund,5411,Chicago,IL,US,chip,true,false,00,2,141.63,6,3,false
198.5,2024-09-26T14:00:00.000000,refund,5411,New York,TX,US,chip,true,false,51,3,122.41,4,3,false
336.17,2024-01-08T23:00:00.000000,purchase,5814,New York,NY,US,chip,true,false,00,2,35.62,8,1,false
150.7,2024-03-14T13:00:00.000000,refund,7011,Austin,TX,US,chip,false,false,51,4,306.63,4,2,false
158.77,2024-12-01T04:00:00.000000,refund,7011,Chicago,NY,US,chip,true,false,00,0,169.37,5,2,false
376.18,2024-02-08T15:00:00.000000,refund,5411,Austin,NY,US,chip,true,false,00,0,221.82,1,1,false
37.2,2024-05-15T10:00:00.000000,purchase,5814,Austin,NY,US,contactless,true,false,00,3,65.04,4,1,false
229.68,2024-11-15T22:00:00.000000,refund,5814,Austin,TX,US,contactless,true,false,00,3,235.37,2,1,false
499.23,2024-07-22T20:00:00.000000,purchase,4111,New York,IL,US,ecommerce,true,false,00,2,337.75,3,1,false
498.05,2024-02-11T10:00:00.000000,refund,5912,New York,NY,US,ecommerce,true,false,00,2,52.96,8,2,false
37.56,2024-12-11T17:00:00.000000,purchase,7011,Chicago,TX,US,ecommerce,true,false,00,1,26.9,8,2,false
107.36,2024-07-13T10:00:00.000000,purchase,7011,New York,IL,US,chip,true,false,51,2,213.23,3,2,false
133.34,2024-11-16T22:00:00.000000,refund,4111,New York,IL,US,ecommerce,true,false,00,2,89.49,3,3,false
466.7,2024-09-06T17:00:00.000000,purchase,5812,Austin,NY,US,ecommerce,true,false,00,4,298.06,1,2,false
440.55,2024-01-19T19:00:00.000000,purchase,7011,New York,TX,US,contactless,false,false,00,0,296.38,1,1,false
439.76,2024-02-05T07:00:00.000000,refund,4111,Austin,TX,US,chip,false,false,00,2,418.09,6,2,false
185.39,2024-11-19T21:00:00.000000,refund,5814,Chicago,IL,US,chip,true,false,00,1,349.68,5,3,false
79.72,2024-05-27T07:00:00.000000,purchase,5812,New York,TX,US,chip,true,true,00,2,308.16,4,3,false
417.04,2024-02-16T13:00:00.000000,refund,5411,Chicago,IL,US,chip,false,false,00,4,156.22,7,2,false
352.07,2024-02-20T20:00:00.000000,refund,5814,New York,IL,US,ecommerce,false,false,51,3,408.72,5,1,false
306.23,2024-12-26T03:00:00.000000,purchase,5812,Austin,IL,US,contactless,false,false,51,4,356.45,6,3,false
493.63,2024-08-15T05:00:00.000000,purchase,5912,New York,NY,US,chip,true,false,00,1,335.44,8,2,false
327.33,2024-12-21T09:00:00.000000,purchase,4111,Austin,TX,US,chip,true,false,51,3,266.74,1,1,false
4.9,2024-01-15T01:00:00.000000,refund,5912,Chicago,NY,US,contactless,true,false,00,0,486.84,2,3,false
408.73,2024-06-15T01:00:00.000000,purchase,5814,Austin,IL,US,chip,true,false,51,1,377.87,1,1,false
150.39,2024-05-30T11:00:00.000000,refund,5912,Austin,TX,US,chip,false,false,00,1,232.85,3,1,false
332.03,2024-07-10T13:00:00.000000,purchase,5812,Chicago,TX,US,contactless,false,false,00,2,65.9,3,1,false
469.53,2024-03-15T07:00:00.000000,purchase,5411,Chicago,IL,US,chip,true,false,00,1,406.43,1,3,false
68.01,2024-09-28T13:00:00.000000,purchase,5912,Austin,TX,US,chip,true,false,51,0,459.84,8,1,false
58.6,2024-10-16T21:00:00.000000,purchase,5814,New York,IL,US,ecommerce,true,false,51,0,234.14,2,3,false
54.41,2024-04-02T05:00:00.000000,refund,5814,Austin,IL,US,contactless,true,false,00,0,227.79,2,1,false
277.06,2024-03-30T02:00:00.000000,refund,7011,Austin,IL,US,ecommerce,true,false,00,1,342.24,4,2,false
136.9,2024-11-08T12:00:00.000000,refund,5912,New York,IL,US,contactless,true,false,00,4,355.11,8,1,false
302.81,2024-11-13T21:00:00.000000,refund,5812,Austin,TX,US,contactless,true,false,00,1,232.7,6,1,false
359.09,2024-05-03T15:00:00.000000,refund,5812,Austin,NY,US,chip,false,false,00,2,115.85,7,1,false
102.6,2024-10-25T04:00:00.000000,purchase,7011,Chicago,TX,US,contactless,true,false,00,0,111.9,4,1,false
317.48,2024-04-28T14:00:00.000000,purchase,5912,New York,NY,US,ecommerce,true,false,00,2,430.55,6,2,false
132.73,2024-11-22T08:00:00.000000,refund,4111,New York,TX,US,contactless,true,false,00,0,308.47,4,3,false
244.78,2024-08-23T08:00:00.000000,refund,4111,Chicago,IL,US,chip,false,false,00,2,456.43,2,1,false
452.76,2024-12-07T00:00:00.000000,purchase,7011,New York,TX,US,contactless,true,false,51,3,196.04,6,1,false
423.21,2024-08-26T09:00:00.000000,refund,5814,New York,TX,US,chip,false,false,00,3,349.81,4,1,false
47.06,2024-12-12T17:00:00.000000,refund,5411,Chicago,TX,US,chip,true,false,51,0,332.59,2,2,false
212.36,2024-03-21T02:00:00.000000,purchase,4111,Austin,IL,US,contactless,false,false,00,2,394.39,4,2,false
139.06,2024-08-14T11:00:00.000000,refund,5912,Austin,NY,US,contactless,true,false,51,1,441.2,7,1,false
2.77,2024-10-27T09:00:00.000000,refund,5411,Austin,TX,US,contactless,false,false,51,4,226.64,4,1,false
385.79,2024-11-23T13:00:00.000000,refund,5812,Chicago,IL,US,chip,true,false,00,1,15.13,7,1,false
318.92,2024-12-19T08:00:00.000000,refund,5812,Chicago,NY,US,chip,false,false,00,1,237.67,4,1,false
131.72,2024-08-21T09:00:00.000000,refund,4111,New York,IL,US,ecommerce,true,false,00,4,175.72,2,3,false
370.87,2024-04-11T12:00:00.000000,refund,5814,Austin,NY,US,ecommerce,true,false,00,4,230.62,8,3,false
276.29,2024-09-04T03:00:00.000000,purchase,5812,Chicago,IL,US,ecommerce,true,false,00,2,85.4,8,3,false
214.42,2024-05-01T12:00:00.000000,refund,5411,Chicago,IL,US,chip,false,false,00,4,383.97,1,1,false
5.83,2024-10-19T11:00:00.000000,refund,5814,Chicago,IL,US,ecommerce,true,false,00,3,302.22,7,2,false
38.55,2024-10-21T09:00:00.000000,refund,4111,New York,IL,US,contactless,true,true,00,4,63.7,3,1,false
441.67,2024-12-24T09:00:00.000000,refund,5812,Chicago,IL,US,contactless,true,false,00,1,51.47,4,2,false
452.06,2024-01-12T21:00:00.000000,purchase,4111,Austin,TX,US,contactless,true,false,51,0,408.78,8,1,false
273.25,2024-07-21T08:00:00.000000,refund,5814,Chicago,TX,US,ecommerce,false,false,00,3,398.38,3,1,false
417.46,2024-01-05T18:00:00.000000,purchase,5814,Chicago,NY,US,contactless,true,false,00,4,162.93,7,2,false
291.67,2024-12-17T23:00:00.000000,refund,5814,New York,TX,US,chip,true,false,00,4,324.73,6,3,false
74.9,2024-01-26T19:00:00.000000,purchase,7011,Austin,IL,US,chip,true,false,51,0,396.22,3,1,false
64.6,2024-09-11T09:00:00.000000,refund,5912,Austin,IL,US,contactless,false,false,00,2,266.37,8,1,false
154.82,2024-04-27T19:00:00.000000,refund,7011,Austin,TX,US,contactless,true,false,00,1,200.41,4,1,false
449.59,2024-06-29T07:00:00.000000,purchase,5411,Chicago,NY,US,chip,true,false,51,0,206.72,6,3,false
398.27,2024-11-21T06:00:00.000000,purchase,5814,New York,NY,US,contactless,true,false,00,2,310.44,5,1,false
430.49,2024-11-13T08:00:00.000000,refund,5912,Austin,NY,US,chip,true,false,00,1,273.97,4,3,false
449.56,2024-12-13T23:00:00.000000,refund,5814,Chicago,TX,US,ecommerce,true,false,00,4,486.95,6,1,false
105.83,2024-12-03T21:00:00.000000,refund,5912,New York,IL,US,ecommerce,true,false,00,2,191.91,3,1,false
125.52,2024-03-11T20:00:00.000000,refund,5812,Austin,NY,US,chip,false,false,00,0,170.36,1,3,false
52.29,2024-02-19T20:00:00.000000,refund,5411,New York,NY,US,ecommerce,true,false,51,3,406.96,1,2,false
390.28,2024-11-26T01:00:00.000000,purchase,5912,New York,NY,US,ecommerce,false,false,00,0,295.49,5,1,false
442.18,2024-06-07T14:00:00.000000,refund,5411,Chicago,IL,US,chip,true,false,00,0,392.16,3,1,false
203.78,2024-01-18T18:00:00.000000,refund,4111,New York,IL,US,contactless,false,false,00,3,217.68,2,1,false
310.71,2024-07-05T23:00:00.000000,refund,5814,Chicago,NY,US,ecommerce,true,false,00,2,393.66,8,3,false
78.12,2024-03-08T02:00:00.000000,purchase,5812,Austin,IL,US,contactless,true,false,51,2,272.26,8,2,false
465.01,2024-05-31T10:00:00.000000,refund,4111,Austin,NY,US,contactless,true,false,00,0,118.08,7,3,false
432.44,2024-07-31T05:00:00.000000,refund,5912,New York,TX,US,ecommerce,true,false,00,0,331.31,3,2,false
488.13,2024-04-12T04:00:00.000000,refund,7011,Austin,NY,US,contactless,false,false,00,2,38.95,6,2,false
405.58,2024-10-03T11:00:00.000000,purchase,5912,Chicago,TX,US,contactless,true,false,00,3,465.43,4,1,false
440.83,2024-09-28T16:00:00.000000,purchase,5814,Chicago,IL,US,ecommerce,true,false,00,1,287.09,5,3,false
13.37,2024-05-19T05:00:00.000000,refund,5912,Chicago,NY,US,ecommerce,true,false,00,3,243.32,3,3,false
368.55,2024-05-11T15:00:00.000000,refund,5411,New York,IL,US,contactless,true,false,00,4,296.08,3,3,false
166.76,2024-05-31T23:00:00.000000,purchase,5912,New York,NY,US,contactless,true,false,51,0,231.45,4,1,false
465.48,2024-06-22T03:00:00.000000,purchase,5814,New York,TX,US,contactless,true,false,51,2,277.54,2,3,false
401.32,2024-08-27T02:00:00.000000,purchase,5814,Chicago,IL,US,chip,false,false,00,3,411.01,7,3,false
432.17,2024-03-13T07:00:00.000000,refund,7011,Chicago,IL,US,chip,true,false,51,4,88.09,8,1,false
405.56,2024-12-12T23:00:00.000000,purchase,5812,Chicago,NY,US,contactless,true,false,00,4,477.94,4,1,false
134.14,2024-12-11T12:00:00.000000,purchase,5812,Chicago,IL,US,ecommerce,true,false,00,0,34.8,8,3,false
393.9,2024-10-12T11:00:00.000000,purchase,5812,New York,TX,US,chip,true,false,51,1,54.37,8,1,false
54.94,2024-02-16T12:00:00.000000,purchase,4111,New York,TX,US,chip,true,false,51,1,407.03,5,3,false
436.21,2024-01-08T08:00:00.000000,refund,5812,New York,NY,US,contactless,true,false,00,4,385.67,1,1,false
429.44,2024-10-01T03:00:00.000000,refund,4111,New York,NY,US,chip,true,false,00,3,189.46,7,3,false
111.99,2024-08-20T11:00:00.000000,refund,5912,Chicago,IL,US,contactless,true,false,51,4,247.15,4,1,false
408.48,2024-12-10T23:00:00.000000,purchase,7011,Chicago,TX,US,ecommerce,true,false,00,0,330.08,4,2,false
230.69,2024-12-10T08:00:00.000000,purchase,5814,Austin,IL,US,contactless,true,false,00,0,45.27,6,1,false
153.29,2024-10-26T12:00:00.000000,refund,4111,Austin,TX,US,ecommerce,false,false,51,1,408.52,7,3,false
397.88,2024-11-22T11:00:00.000000,refund,5912,Austin,TX,US,chip,true,false,00,4,443.63,4,1,false
114.57,2024-02-25T21:00:00.000000,refund,7011,Chicago,NY,US,chip,true,true,00,2,451.63,3,3,false
12.81,2024-04-29T15:00:00.000000,refund,4111,New York,IL,US,chip,true,false,51,2,318.07,1,1,false
97.37,2024-01-13T19:00:00.000000,purchase,7011,New York,TX,US,chip,true,false,00,3,0.09,7,1,false
164.8,2024-10-14T10:00:00.000000,purchase,5912,New York,NY,US,ecommerce,true,false,00,3,73.36,1,3,false
432.31,2024-11-08T07:00:00.000000,refund,5812,Chicago,TX,US,chip,false,false,00,1,74.61,1,3,false
483.48,2024-11-27T02:00:00.000000,refund,5812,Austin,NY,US,contactless,false,false,00,0,265.63,8,2,false
140.28,2024-11-21T14:00:00.000000,refund,5912,New York,NY,US,ecommerce,true,false,00,2,194.99,1,2,false
321.1,2024-12-24T09:00:00.000000,refund,7011,Austin,NY,US,ecommerce,false,false,00,2,288.97,7,3,false
200.44,2024-11-28T13:00:00.000000,purchase,5411,Austin,IL,US,chip,true,false,00,2,97.83,7,3,false
490.59,2024-02-29T04:00:00.000000,purchase,7011,Chicago,NY,US,chip,true,false,00,2,340.76,8,1,false
268.57,2024-01-24T01:00:00.000000,purchase,4111,Chicago,NY,US,ecommerce,false,false,51,1,158.3,2,2,false
469.68,2024-06-04T15:00:00.000000,purchase,7011,New York,TX,US,contactless,false,false,00,4,285.14,8,3,false
58.56,2024-02-29T03:00:00.000000,refund,5912,Chicago,NY,US,contactless,true,false,51,2,456.6,8,1,false
485.23,2024-04-30T17:00:00.000000,refund,5814,Chicago,TX,US,chip,true,false,51,0,152.28,4,1,false
90.11,2024-03-10T12:00:00.000000,purchase,5411,Chicago,TX,US,chip,true,false,00,2,471.67,2,2,false
481.3,2024-08-20T11:00:00.000000,refund,7011,New York,IL,US,chip,true,false,00,3,217.36,1,2,false
133.47,2024-12-09T23:00:00.000000,refund,5411,Austin,NY,US,ecommerce,true,false,51,0,491.29,7,2,false
55.09,2024-12-22T17:00:00.000000,refund,5411,Austin,NY,US,contactless,true,false,00,4,172.13,4,1,false
217.85,2024-08-02T18:00:00.000000,purchase,7011,New York,TX,US,ecommerce,true,false,00,2,44.64,3,3,false
364.54,2024-03-20T13:00:00.000000,refund,7011,Austin,IL,US,ecommerce,true,false,00,1,4.06,6,1,false
157.52,2024-12-01T03:00:00.000000,refund,5812,Austin,NY,US,contactless,true,false,00,1,493.21,5,2,false
303.5,2024-09-07T19:00:00.000000,purchase,7011,New York,IL,US,ecommerce,true,false,00,2,202.1,4,1,false
256.2,2024-07-27T08:00:00.000000,purchase,7011,Austin,TX,US,chip,false,false,51,3,63.78,2,2,false
193.21,2024-01-17T22:00:00.000000,purchase,5812,Chicago,NY,US,ecommerce,true,true,51,1,147.09,1,1,false
288.72,2024-07-08T06:00:00.000000,purchase,5812,New York,IL,US,ecommerce,true,false,51,0,184.61,8,2,false
128.11,2024-08-15T14:00:00.000000,refund,5814,New York,NY,US,contactless,true,true,00,3,274.44,5,1,false
354.68,2024-04-30T11:00:00.000000,purchase,7011,Chicago,NY,US,ecommerce,false,false,00,4,26.56,3,3,false
1.84,2024-02-20T21:00:00.000000,refund,4111,Chicago,IL,US,ecommerce,true,false,51,4,351.68,8,1,false
462.86,2024-07-07T17:00:00.000000,purchase,5411,Chicago,NY,US,chip,true,false,51,1,410.38,1,2,false
269.69,2024-11-26T11:00:00.000000,refund,5912,Chicago,TX,US,ecommerce,true,false,00,3,179.62,8,2,false
360.0,2024-02-01T12:00:00.000000,refund,5812,New York,NY,US,chip,true,false,00,1,430.62,8,3,false
371.23,2024-05-21T06:00:00.000000,purchase,5912,New York,NY,US,contactless,true,false,00,4,432.84,3,2,false
335.64,2024-03-03T14:00:00.000000,refund,7011,New York,IL,US,ecommerce,true,false,51,1,117.62,7,3,false
182.75,2024-02-16T21:00:00.000000,refund,4111,Chicago,IL,US,contactless,true,false,00,3,351.11,3,3,false
35.92,2024-04-18T20:00:00.000000,purchase,5411,Chicago,IL,US,chip,true,false,00,2,197.13,6,1,false
332.45,2024-11-23T19:00:00.000000,purchase,7011,Chicago,NY,US,contactless,true,false,00,4,159.06,8,1,false
165.77,2024-01-11T01:00:00.000000,refund,4111,Chicago,IL,US,chip,true,false,00,2,191.39,1,2,false
157.64,2024-06-19T07:00:00.000000,purchase,5411,Chicago,NY,US,chip,true,false,51,3,190.78,2,2,false
424.16,2024-03-05T18:00:00.000000,purchase,4111,New York,TX,US,chip,true,false,00,4,272.56,7,1,false
360.16,2024-04-15T02:00:00.000000,purchase,5812,Chicago,TX,US,chip,true,false,00,1,331.24,6,2,false
150.86,2024-10-10T06:00:00.000000,purchase,7011,Chicago,NY,US,ecommerce,true,false,00,1,237.44,1,2,false
155.33,2024-10-27T06:00:00.000000,purchase,4111,New York,NY,US,chip,true,false,00,1,94.11,5,2,false
204.79,2024-04-29T10:00:00.000000,refund,4111,Austin,TX,US,chip,true,false,00,4,192.3,7,3,false
201.8,2024-03-16T19:00:00.000000,purchase,7011,Austin,TX,US,ecommerce,true,false,00,4,462.24,5,3,false
148.53,2024-01-02T08:00:00.000000,refund,5411,Chicago,NY,US,contactless,false,false,51,1,419.98,4,2,false
64.52,2024-03-15T04:00:00.000000,refund,7011,Austin,TX,US,chip,true,false,51,1,77.13,2,3,false
210.8,2024-10-03T08:00:00.000000,refund,4111,Austin,TX,US,contactless,true,false,00,2,498.73,6,2,false
470.24,2024-03-30T03:00:00.000000,purchase,5912,New York,NY,US,ecommerce,true,false,51,4,335.03,1,1,false
338.98,2024-12-04T00:00:00.000000,purchase,5814,Chicago,IL,US,chip,true,false,00,1,67.14,6,3,false
451.5,2024-03-08T00:00:00.000000,purchase,5912,New York,IL,US,chip,true,false,00,3,35.87,1,2,false
308.14,2024-07-02T07:00:00.000000,refund,5411,New York,TX,US,contactless,true,false,00,1,7.85,2,2,false
151.17,2024-10-28T10:00:00.000000,refund,4111,Chicago,NY,US,ecommerce,true,false,00,4,360.67,7,2,false
274.42,2024-01-09T05:00:00.000000,refund,5814,New York,TX,US,chip,true,false,00,1,243.35,6,1,false
1.2,2024-05-15T01:00:00.000000,refund,5411,Chicago,TX,US,contactless,true,false,00,2,218.37,8,1,false
144.17,2024-03-05T23:00:00.000000,refund,5912,Chicago,NY,US,chip,true,false,00,0,495.11,1,2,false
215.51,2024-08-03T16:00:00.000000,purchase,5812,Austin,IL,US,chip,true,false,00,4,42.33,6,3,false
290.41,2024-02-28T23:00:00.000000,purchase,7011,Chicago,TX,US,chip,true,false,00,4,321.12,6,2,false
327.7,2024-02-02T15:00:00.000000,refund,5411,Chicago,TX,US,ecommerce,true,false,00,0,207.93,3,1,false
233.03,2024-08-17T11:00:00.000000,purchase,5411,Chicago,IL,US,ecommerce,true,false,00,1,228.01,2,1,false
221.64,2024-09-19T18:00:00.000000,refund,4111,Chicago,NY,US,chip,true,false,51,2,394.46,4,3,false
107.64,2024-02-25T14:00:00.000000,refund,5814,Chicago,NY,US,chip,false,false,00,1,302.21,3,2,false
237.12,2024-09-14T07:00:00.000000,refund,5912,Austin,NY,US,ecommerce,true,false,00,0,212.85,6,3,false
450.69,2024-11-10T01:00:00.000000,purchase,5411,Austin,NY,US,contactless,true,true,00,2,89.9,4,1,false
398.22,2024-12-03T16:00:00.000000,purchase,7011,New York,NY,US,chip,true,false,00,3,254.71,2,2,false
85.68,2024-06-03T14:00:00.000000,purchase,5411,Chicago,TX,US,contactless,false,false,00,3,276.03,8,2,false
43.31,2024-11-25T00:00:00.000000,refund,5411,Chicago,TX,US,ecommerce,false,false,51,2,225.02,4,3,false
258.21,2024-02-01T15:00:00.000000,purchase,4111,Austin,IL,US,ecommerce,true,false,00,3,177.65,4,3,false
316.84,2024-07-24T13:00:00.000000,purchase,5411,Austin,IL,US,contactless,true,false,00,2,92.9,6,3,false
168.26,2024-12-17T03:00:00.000000,purchase,5814,New York,IL,US,ecommerce,true,true,51,1,302.29,6,1,false
409.39,2024-09-08T22:00:00.000000,refund,4111,Chicago,IL,US,chip,true,false,00,1,288.97,5,1,false
375.82,2024-08-15T02:00:00.000000,purchase,5812,Chicago,NY,US,contactless,true,false,51,0,423.4,7,1,false
336.73,2024-02-11T10:00:00.000000,purchase,5812,New York,NY,US,contactless,true,false,00,1,118.37,5,2,false
113.1,2024-11-07T04:00:00.000000,refund,5912,Chicago,IL,US,contactless,true,false,51,1,250.86,1,2,false
100.37,2024-02-03T04:00:00.000000,purchase,5912,Chicago,TX,US,chip,true,false,00,0,205.42,2,3,false
13.19,2024-05-20T19:00:00.000000,refund,5912,Chicago,NY,US,chip,false,false,00,4,273.08,6,3,false
123.18,2024-11-20T18:00:00.000000,refund,4111,Austin,NY,US,ecommerce,true,false,00,4,183.49,6,1,false
238.09,2024-10-07T22:00:00.000000,purchase,5814,Austin,TX,US,contactless,true,false,00,2,489.12,8,3,false
425.02,2024-06-15T12:00:00.000000,refund,4111,Austin,TX,US,ecommerce,true,false,00,4,284.07,8,1,false
37.34,2024-11-01T16:00:00.000000,purchase,4111,Chicago,TX,US,contactless,true,false,00,4,352.44,2,1,false
207.81,2024-05-30T14:00:00.000000,refund,4111,Austin,TX,US,ecommerce,true,false,51,4,56.58,8,2,false
315.25,2024-09-15T19:00:00.000000,purchase,4111,New York,TX,US,contactless,true,false,00,1,240.77,5,1,false
98.02,2024-08-08T03:00:00.000000,refund,5411,Chicago,IL,US,chip,false,false,51,4,345.25,8,2,false
348.48,2024-12-25T03:00:00.000000,purchase,5912,Chicago,TX,US,ecommerce,true,false,00,1,71.04,6,1,false
247.69,2024-12-01T20:00:00.000000,purchase,5912,Chicago,NY,US,ecommerce,true,false,00,1,365.65,2,3,false
122.75,2024-10-09T23:00:00.000000,purchase,7011,Chicago,TX,US,ecommerce,true,false,00,0,491.79,4,2,false
328.37,2024-04-20T13:00:00.000000,purchase,5812,Chicago,IL,US,ecommerce,false,false,51,2,491.83,8,1,false
3.77,2024-08-19T07:00:00.000000,refund,5912,New York,NY,US,contactless,true,false,00,0,389.43,2,1,false
375.73,2024-07-30T10:00:00.000000,purchase,5814,Austin,TX,US,chip,false,false,00,3,232.47,2,2,false
385.25,2024-08-20T12:00:00.000000,purchase,5411,New York,TX,US,ecommerce,true,false,00,1,39.12,7,3,false
54.19,2024-07-31T23:00:00.000000,purchase,5812,Austin,TX,US,ecommerce,true,false,51,4,444.96,3,2,false
213.15,2024-02-18T10:00:00.000000,purchase,7011,Austin,NY,US,chip,true,false,51,4,44.22,5,2,false
88.77,2024-08-06T10:00:00.000000,refund,4111,New York,TX,US,contactless,true,false,00,3,236.23,2,3,false
479.03,2024-12-06T08:00:00.000000,purchase,7011,Austin,IL,US,contactless,true,false,00,2,370.84,2,3,false
259.46,2024-07-10T04:00:00.000000,refund,5812,Austin,IL,US,ecommerce,false,false,00,1,480.21,3,3,false
26.06,2024-12-17T15:00:00.000000,purchase,5912,New York,TX,US,ecommerce,true,false,51,3,39.04,5,2,false
125.35,2024-02-04T02:00:00.000000,refund,5812,Austin,NY,US,contactless,false,false,00,3,316.84,2,3,false
424.32,2024-02-13T02:00:00.000000,refund,5411,Chicago,NY,US,chip,true,false,00,3,399.05,3,2,false
228.77,2024-08-09T03:00:00.000000,refund,5411,Austin,IL,US,chip,true,false,51,1,156.25,8,2,false
400.91,2024-07-09T04:00:00.000000,refund,5814,New York,IL,US,ecommerce,false,false,51,1,26.39,3,2,false
334.12,2024-10-11T01:00:00.000000,purchase,4111,Chicago,NY,US,chip,true,false,00,1,171.77,4,3,false
493.96,2024-10-27T17:00:00.000000,refund,5912,Chicago,NY,US,ecommerce,true,false,00,1,389.26,1,3,false
298.13,2024-10-14T10:00:00.000000,refund,5912,Austin,IL,US,ecommerce,false,false,00,0,234.43,5,2,false
475.07,2024-12-09T03:00:00.000000,refund,7011,New York,TX,US,contactless,false,false,00,3,256.33,7,2,false
445.82,2024-07-29T11:00:00.000000,purchase,4111,Chicago,TX,US,ecommerce,true,false,00,0,234.62,3,3,false
306.71,2024-12-06T13:00:00.000000,purchase,7011,Austin,NY,US,chip,false,false,00,2,366.91,8,2,false
359.92,2024-01-27T09:00:00.000000,purchase,4111,Chicago,TX,US,chip,true,false,51,3,210.51,6,1,false
252.88,2024-11-03T09:00:00.000000,refund,5812,New York,NY,US,ecommerce,true,false,00,1,480.29,7,2,false
415.45,2024-06-29T03:00:00.000000,refund,5812,Austin,IL,US,contactless,true,false,00,1,399.11,8,1,false
274.39,2024-10-22T16:00:00.000000,refund,4111,Chicago,IL,US,ecommerce,false,false,00,1,144.6,1,1,false
448.71,2024-04-18T04:00:00.000000,refund,5814,New York,NY,US,chip,true,true,00,0,17.66,5,2,false
372.08,2024-12-02T15:00:00.000000,purchase,5812,Chicago,IL,US,ecommerce,true,true,00,1,461.43,4,2,false
237.86,2024-04-24T03:00:00.000000,refund,5814,Austin,TX,US,ecommerce,true,false,00,3,374.71,2,2,false
130.34,2024-06-28T17:00:00.000000,purchase,5812,New York,IL,US,chip,false,false,00,4,363.49,1,1,false
124.37,2024-07-07T03:00:00.000000,refund,5912,Austin,IL,US,contactless,true,false,51,3,281.85,4,3,false
319.19,2024-05-22T18:00:00.000000,refund,5411,Chicago,TX,US,chip,true,true,00,2,30.71,6,1,false
383.14,2024-04-25T13:00:00.000000,refund,5411,Chicago,TX,US,contactless,true,false,00,3,236.58,7,1,false
261.13,2024-10-14T19:00:00.000000,refund,5912,New York,NY,US,ecommerce,true,false,00,1,84.54,6,1,false
313.75,2024-11-10T21:00:00.000000,purchase,4111,Chicago,IL,US,chip,true,false,00,3,25.81,6,3,false
138.02,2024-11-25T17:00:00.000000,refund,7011,Austin,NY,US,chip,true,false,00,3,495.18,8,1,false
39.66,2024-01-14T19:00:00.000000,purchase,5411,Chicago,NY,US,contactless,false,false,51,0,404.45,8,1,false
143.58,2024-12-02T22:00:00.000000,refund,5812,Austin,TX,US,contactless,false,false,00,4,312.16,8,2,false
136.59,2024-05-16T00:00:00.000000,purchase,5812,Chicago,NY,US,chip,true,false,00,3,143.41,5,3,false
160.54,2024-04-02T08:00:00.000000,refund,5411,Austin,NY,US,ecommerce,false,true,00,2,41.26,3,1,false
270.54,2024-12-25T09:00:00.000000,purchase,5411,Austin,IL,US,chip,true,false,51,3,252.8,5,1,false
70.05,2024-06-22T11:00:00.000000,refund,7011,Austin,NY,US,ecommerce,true,false,00,4,425.72,3,2,false
116.4,2024-01-04T05:00:00.000000,refund,5411,Chicago,NY,US,ecommerce,true,false,00,4,138.92,5,3,false
347.28,2024-03-14T18:00:00.000000,purchase,4111,Austin,NY,US,ecommerce,true,false,00,4,66.27,4,3,false
353.5,2024-12-02T12:00:00.000000,purchase,7011,New York,IL,US,ecommerce,true,false,00,4,140.49,8,2,false
33.05,2024-02-05T04:00:00.000000,purchase,5912,Chicago,TX,US,contactless,true,false,00,4,428.93,6,1,false
204.39,2024-11-20T00:00:00.000000,purchase,5912,Austin,IL,US,contactless,true,false,51,0,7.1,5,2,false
271.76,2024-02-16T23:00:00.000000,refund,5411,Austin,TX,US,chip,false,false,00,4,55.77,1,3,false
208.47,2024-09-28T06:00:00.000000,refund,5812,Austin,TX,US,contactless,true,false,00,0,87.31,3,3,false
104.21,2024-07-11T13:00:00.000000,refund,5912,Austin,TX,US,chip,true,false,00,3,295.89,6,1,false
210.65,2024-08-20T10:00:00.000000,purchase,5411,New York,IL,US,chip,false,false,00,3,75.57,5,1,false
452.51,2024-03-21T11:00:00.000000,purchase,4111,New York,IL,US,ecommerce,true,false,00,0,223.33,8,3,false
292.46,2024-06-08T23:00:00.000000,refund,4111,New York,TX,US,chip,true,false,00,1,403.92,3,3,false
348.07,2024-06-15T18:00:00.000000,refund,5812,Austin,IL,US,contactless,true,false,00,4,130.63,3,2,false
428.51,2024-11-01T02:00:00.000000,purchase,7011,Austin,NY,US,contactless,true,false,00,4,350.39,5,2,false
