amount,timestamp,direction,sender_token,receiver_token,payment_category,device_type,is_new_recipient,recipient_enrolled,sender_txn_count_24h,sender_amount_24h,account_age_days,is_disputed,dispute_reason,dispute_outcome
109.47,2024-03-03T05:00:00.000000,receive,tok_000235,tok_000236,utilities,web,false,true,3,163.64,481,false,,
129.66,2024-03-08T12:00:00.000000,send,tok_000236,tok_000237,personal,mobile_android,false,true,2,443.19,716,false,,
150.02,2024-02-21T18:00:00.000000,receive,tok_000237,tok_000238,utilities,mobile_android,false,false,3,969.81,309,false,,
124.07,2024-04-16T06:00:00.000000,send,tok_000238,tok_000239,rent,mobile_ios,false,true,4,89.66,278,false,,
295.29,2024-04-16T17:00:00.000000,send,tok_000239,tok_000240,utilities,web,false,true,2,39.94,421,false,,
133.39,2024-05-15T00:00:00.000000,receive,tok_000240,tok_000241,utilities,mobile_android,false,true,3,439.5,15,false,,
212.41,2024-04-07T02:00:00.000000,receive,tok_000241,tok_000242,utilities,mobile_android,false,true,0,190.81,1376,false,,
69.88,2024-03-27T19:00:00.000000,receive,tok_000242,tok_000243,rent,mobile_android,false,true,1,722.95,929,false,,
455.46,2024-05-08T02:00:00.000000,send,tok_000243,tok_000244,utilities,mobile_android,true,true,5,2.8,830,false,,
180.12,2024-05-28T05:00:00.000000,send,tok_000244,tok_000245,utilities,mobile_android,true,true,3,840.82,913,false,,
231.79,2024-02-03T15:00:00.000000,send,tok_000245,tok_000246,personal,web,false,true,5,855.33,812,false,,
293.76,2024-05-09T10:00:00.000000,send,tok_000246,tok_000247,utilities,web,false,true,5,786.92,1165,false,,
452.63,2024-06-11T00:00:00.000000,send,tok_000247,tok_000248,rent,mobile_ios,true,true,4,425.44,620,false,,
213.21,2024-01-25T02:00:00.000000,receive,tok_000248,tok_000249,personal,web,false,true,1,283.26,346,false,,
459.27,2024-03-05T06:00:00.000000,send,tok_000249,tok_000250,rent,mobile_android,false,true,3,661.63,1202,false,,
253.32,2024-04-13T14:00:00.000000,receive,tok_000250,tok_000251,personal,mobile_ios,false,true,2,514.62,136,false,,
268.25,2024-04-25T07:00:00.000000,send,tok_000251,tok_000252,rent,mobile_android,false,true,3,421.21,295,false,,
264.14,2024-03-20T18:00:00.000000,send,tok_000252,tok_000253,utilities,mobile_android,false,true,5,338.67,618,false,,
14.26,2024-02-02T19:00:00.000000,receive,tok_000253,tok_000254,personal,mobile_ios,false,true,3,438.69,1475,false,,
222.86,2024-04-19T16:00:00.000000,receive,tok_000254,tok_000255,rent,mobile_ios,true,true,0,666.1,632,false,,
95.64,2024-05-02T12:00:00.000000,send,tok_000255,tok_000256,food,web,true,true,1,826.07,517,false,,
6.95,2024-05-05T18:00:00.000000,send,tok_000256,tok_000257,rent,mobile_android,false,true,0,904.0,1489,false,,
400.59,2024-01-20T06:00:00.000000,send,tok_000257,tok_000258,utilities,mobile_ios,false,true,1,164.46,1172,false,,
90.31,2024-05-16T08:00:00.000000,send,tok_000258,tok_000259,food,web,false,true,1,295.74,1130,false,,
239.38,2024-04-25T01:00:00.000000,receive,tok_000259,tok_000260,personal,mobile_android,false,true,2,443.16,1350,false,,
363.97,2024-01-29T01:00:00.000000,receive,tok_000260,tok_000261,rent,web,false,true,3,563.37,698,false,,
280.46,2024-02-09T22:00:00.000000,send,tok_000261,tok_000262,food,web,false,true,1,348.1,151,false,,
166.36,2024-05-14T15:00:00.000000,receive,tok_000262,tok_000263,utilities,mobile_ios,false,true,0,195.42,390,false,,
261.58,2024-01-29T17:00:00.000000,send,tok_000263,tok_000264,rent,web,false,true,2,85.04,1195,false,,
279.94,2024-06-29T14:00:00.000000,send,tok_000264,tok_000265,rent,mobile_ios,false,true,3,323.69,164,false,,
393.21,2024-04-27T20:00:00.000000,receive,tok_000265,tok_000266,utilities,mobile_ios,false,true,4,460.47,1198,false,,
57.52,2024-05-21T19:00:00.000000,receive,tok_000266,tok_000267,personal,mobile_ios,false,true,2,971.3,367,false,,
282.35,2024-01-01T22:00:00.000000,send,tok_000267,tok_000268,rent,web,false,true,0,908.71,624,false,,
128.0,2024-03-01T12:00:00.000000,receive,tok_000268,tok_000269,personal,mobile_android,true,true,2,865.42,1189,false,,
142.07,2024-01-11T14:00:00.000000,send,tok_000269,tok_000270,food,mobile_android,false,true,4,974.37,724,false,,
387.27,2024-03-18T22:00:00.000000,send,tok_000270,tok_000271,personal,web,false,true,3,961.82,959,false,,
256.32,2024-06-10T02:00:00.000000,send,tok_000271,tok_000272,utilities,mobile_ios,true,true,2,619.87,732,false,,
283.06,2024-05-16T14:00:00.000000,receive,tok_000272,tok_000273,utilities,web,true,true,3,811.15,1414,false,,
381.2,2024-04-22T16:00:00.000000,send,tok_000273,tok_000274,food,mobile_ios,false,true,5,60.01,878,false,,
456.68,2024-01-29T21:00:00.000000,receive,tok_000274,tok_000275,utilities,mobile_ios,false,false,0,676.45,1478,false,,
224.41,2024-01-20T03:00:00.000000,send,tok_000275,tok_000276,food,mobile_ios,false,true,0,609.15,139,false,,
308.2,2024-05-15T12:00:00.000000,send,tok_000276,tok_000277,food,mobile_android,false,true,3,297.04,993,false,,
255.25,2024-02-20T06:00:00.000000,send,tok_000277,tok_000278,personal,mobile_android,false,true,2,571.13,654,false,,
258.52,2024-03-08T01:00:00.000000,receive,tok_000278,tok_000279,food,mobile_ios,true,true,4,952.81,359,false,,
347.9,2024-06-02T18:00:00.000000,send,tok_000279,tok_000280,rent,mobile_ios,false,true,1,480.73,565,false,,
228.91,2024-01-04T11:00:00.000000,receive,tok_000280,tok_000281,rent,mobile_android,false,true,3,647.36,528,false,,
268.98,2024-03-19T08:00:00.000000,receive,tok_000281,tok_000282,personal,web,true,true,1,299.31,1120,false,,
241.63,2024-03-13T04:00:00.000000,send,tok_000282,tok_000283,rent,mobile_ios,false,true,3,343.41,48,false,,
471.04,2024-06-15T01:00:00.000000,send,tok_000283,tok_000284,utilities,web,false,true,2,885.1,338,false,,
351.11,2024-05-02T10:00:00.000000,send,tok_000284,tok_000285,utilities,web,false,true,2,27.84,1283,false,,
438.89,2024-03-02T11:00:00.000000,send,tok_000285,tok_000286,rent,web,false,true,1,188.84,549,false,,
471.38,2024-03-04T18:00:00.000000,send,tok_000286,tok_000287,personal,mobile_ios,false,true,3,678.68,486,false,,
133.5,2024-04-16T16:00:00.000000,send,tok_000287,tok_000288,personal,web,false,false,0,447.34,1443,false,,
281.96,2024-06-16T03:00:00.000000,receive,tok_000288,tok_000289,rent,web,false,true,2,85.21,42,false,,
471.92,2024-01-15T18:00:00.000000,send,tok_000289,tok_000290,personal,web,false,true,5,660.48,448,false,,
420.8,2024-02-20T09:00:00.000000,receive,tok_000290,tok_000291,rent,mobile_android,false,true,0,372.01,98,false,,
72.88,2024-06-22T14:00:00.000000,receive,tok_000291,tok_000292,utilities,mobile_ios,false,true,2,580.77,819,false,,
65.2,2024-04-17T20:00:00.000000,receive,tok_000292,tok_000293,food,mobile_android,false,true,1,416.38,918,false,,
223.85,2024-03-07T01:00:00.000000,receive,tok_000293,tok_000294,utilities,web,false,true,1,529.98,411,false,,
40.91,2024-06-20T07:00:00.000000,receive,tok_000294,tok_000295,utilities,mobile_ios,true,true,5,564.82,1235,false,,
124.12,2024-04-05T01:00:00.000000,send,tok_000295,tok_000296,personal,web,false,true,1,396.34,579,false,,
41.19,2024-05-06T19:00:00.000000,receive,tok_000296,tok_000297,food,mobile_ios,false,true,0,114.25,1028,false,,
336.39,2024-06-28T04:00:00.000000,receive,tok_000297,tok_000298,personal,web,false,true,1,180.5,1328,false,,
393.05,2024-04-18T05:00:00.000000,receive,tok_000298,tok_000299,food,mobile_android,false,true,2,889.99,204,false,,
449.03,2024-06-24T06:00:00.000000,receive,tok_000299,tok_000300,personal,web,false,true,4,548.11,403,false,,
