amount,transaction_type,sec_code,settlement_date,effective_date,days_to_settle,company_name,company_entry_desc,odfi_routing,rdfi_routing,receiver_account_type,is_returned,return_code,risk_score,is_fraud
4032.33,debit,WEB,2024-04-30T23:00:00.000000,2024-11-26T17:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,153,false
4093.48,debit,CCD,2024-10-02T21:00:00.000000,2024-06-28T19:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,427,false
3701.97,credit,CCD,2024-03-03T09:00:00.000000,2024-11-26T18:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,870,false
1141.43,debit,WEB,2024-05-30T08:00:00.000000,2024-08-15T19:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,checking,false,,802,false
2593.02,credit,TEL,2024-10-17T08:00:00.000000,2024-09-22T23:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,286,false
1784.26,credit,WEB,2024-07-09T08:00:00.000000,2024-09-09T07:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,893,false
154.61,credit,CCD,2024-05-13T06:00:00.000000,2024-03-25T00:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,636,false
149.41,credit,WEB,2024-08-12T07:00:00.000000,2024-01-23T01:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,621,false
1404.3,debit,TEL,2024-04-05T07:00:00.000000,2024-09-29T00:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,113,false
1303.28,credit,PPD,2024-04-30T04:00:00.000000,2024-07-26T05:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,388,false
3465.68,debit,TEL,2024-05-24T18:00:00.000000,2024-05-01T05:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,872,false
4783.01,credit,CCD,2024-04-06T10:00:00.000000,2024-01-30T03:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,checking,false,,463,false
2241.67,debit,PPD,2024-02-03T12:00:00.000000,2024-01-07T19:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,709,false
4685.74,debit,PPD,2024-05-08T07:00:00.000000,2024-10-09T21:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,468,false
4940.31,debit,TEL,2024-09-16T16:00:00.000000,2024-04-10T04:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,savings,false,,294,false
4775.45,debit,TEL,2024-04-28T20:00:00.000000,2024-07-30T06:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,740,false
1829.53,credit,CCD,2024-02-21T20:00:00.000000,2024-09-22T19:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,361,false
1110.11,credit,WEB,2024-08-25T01:00:00.000000,2024-11-25T16:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,299,false
1141.96,debit,TEL,2024-02-22T00:00:00.000000,2024-11-27T20:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,361,false
991.56,credit,PPD,2024-08-31T07:00:00.000000,2024-07-31T19:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,400,false
1029.82,credit,CCD,2024-08-17T11:00:00.000000,2024-03-30T16:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,538,false
3124.09,debit,CCD,2024-01-21T09:00:00.000000,2024-06-07T02:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,checking,false,,568,false
4502.54,debit,TEL,2024-04-29T03:00:00.000000,2024-06-02T20:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,609,false
4203.77,credit,TEL,2024-01-26T06:00:00.000000,2024-01-25T23:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,393,false
2402.57,credit,WEB,2024-11-03T18:00:00.000000,2024-09-01T22:00:00.000000,1,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,663,false
3268.36,credit,WEB,2024-04-09T02:00:00.000000,2024-10-02T00:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,checking,false,,329,false
4000.22,credit,WEB,2024-07-09T16:00:00.000000,2024-07-11T13:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,6,false
