amount,timestamp,direction,sender_token,receiver_token,payment_category,device_type,is_new_recipient,recipient_enrolled,sender_txn_count_24h,sender_amount_24h,account_age_days,is_disputed,dispute_reason,dispute_outcome
339.23,2024-02-18T00:00:00.000000,send,tok_000233,tok_000234,utilities,mobile_android,false,true,2,648.91,805,false,,
121.43,2024-02-26T17:00:00.000000,receive,tok_000234,tok_000235,rent,mobile_ios,false,true,5,51.79,1436,false,,
64.34,2024-05-04T02:00:00.000000,receive,tok_000235,tok_000236,rent,mobile_ios,false,true,5,625.6,669,false,,
445.69,2024-05-31T10:00:00.000000,receive,tok_000236,tok_000237,personal,mobile_android,false,true,5,725.99,652,false,,
126.88,2024-06-02T03:00:00.000000,receive,tok_000237,tok_000238,personal,web,false,true,3,755.23,928,false,,
299.29,2024-01-27T00:00:00.000000,receive,tok_000238,tok_000239,rent,mobile_android,false,true,4,429.23,557,false,,
311.59,2024-03-17T01:00:00.000000,send,tok_000239,tok_000240,personal,mobile_android,false,true,1,91.2,479,false,,
212.52,2024-04-02T23:00:00.000000,send,tok_000240,tok_000241,food,mobile_android,false,true,2,95.18,153,false,,
293.92,2024-03-18T18:00:00.000000,receive,tok_000241,tok_000242,utilities,web,false,true,3,213.42,416,false,,
263.78,2024-05-16T22:00:00.000000,send,tok_000242,tok_000243,personal,web,false,true,2,77.94,279,false,,
467.68,2024-03-11T19:00:00.000000,receive,tok_000243,tok_000244,food,mobile_android,false,true,3,593.68,1198,false,,
106.11,2024-01-15T11:00:00.000000,send,tok_000244,tok_000245,rent,mobile_ios,false,true,2,519.44,224,false,,
359.51,2024-03-16T16:00:00.000000,send,tok_000245,tok_000246,personal,web,false,true,0,445.07,319,false,,
123.15,2024-02-03T14:00:00.000000,receive,tok_000246,tok_000247,rent,mobile_android,false,true,4,8.06,217,false,,
200.91,2024-05-05T21:00:00.000000,receive,tok_000247,tok_000248,utilities,mobile_android,false,false,1,343.57,337,false,,
337.49,2024-01-05T12:00:00.000000,receive,tok_000248,tok_000249,rent,mobile_android,false,true,4,120.59,921,false,,
153.5,2024-03-14T09:00:00.000000,send,tok_000249,tok_000250,food,mobile_ios,false,true,4,860.34,955,false,,
161.51,2024-05-03T08:00:00.000000,send,tok_000250,tok_000251,rent,web,false,true,1,694.03,644,false,,
377.17,2024-03-28T23:00:00.000000,send,tok_000251,tok_000252,food,mobile_android,false,true,5,477.7,833,false,,
40.91,2024-01-15T02:00:00.000000,send,tok_000252,tok_000253,personal,web,false,true,4,228.95,248,false,,
231.85,2024-05-02T21:00:00.000000,receive,tok_000253,tok_000254,personal,mobile_android,false,true,0,89.33,1098,false,,
499.23,2024-01-18T06:00:00.000000,receive,tok_000254,tok_000255,food,mobile_android,false,true,5,805.96,734,false,,
498.07,2024-05-05T20:00:00.000000,send,tok_000255,tok_000256,utilities,web,true,true,3,103.2,426,false,,
41.26,2024-05-28T14:00:00.000000,send,tok_000256,tok_000257,utilities,mobile_ios,false,true,5,367.56,926,false,,
110.51,2024-06-24T19:00:00.000000,send,tok_000257,tok_000258,utilities,mobile_ios,false,true,1,299.26,632,false,,
136.27,2024-02-08T22:00:00.000000,send,tok_000258,tok_000259,personal,web,false,true,3,382.72,949,false,,
466.96,2024-05-25T03:00:00.000000,receive,tok_000259,tok_000260,personal,web,false,true,2,813.37,543,false,,
441.03,2024-01-23T01:00:00.000000,receive,tok_000260,tok_000261,utilities,mobile_android,false,true,5,874.5,246,false,,
440.24,2024-02-01T11:00:00.000000,receive,tok_000261,tok_000262,rent,mobile_android,false,true,0,641.58,186,false,,
187.92,2024-04-17T13:00:00.000000,receive,tok_000262,tok_000263,utilities,web,false,true,3,677.14,323,false,,
83.08,2024-06-02T13:00:00.000000,send,tok_000263,tok_000264,rent,web,false,true,5,68.41,1406,false,,
417.7,2024-02-28T10:00:00.000000,receive,tok_000264,tok_000265,utilities,web,false,true,3,563.29,624,false,,
353.25,2024-04-08T08:00:00.000000,send,tok_000265,tok_000266,rent,mobile_ios,false,true,1,610.32,1444,false,,
307.78,2024-04-24T03:00:00.000000,receive,tok_000266,tok_000267,personal,mobile_ios,false,true,5,164.12,1428,false,,
493.68,2024-05-31T07:00:00.000000,receive,tok_000267,tok_000268,utilities,mobile_ios,false,true,2,351.19,1236,false,,
328.72,2024-03-20T12:00:00.000000,receive,tok_000268,tok_000269,utilities,web,false,true,1,213.06,83,false,,
8.87,2024-06-07T19:00:00.000000,send,tok_000269,tok_000270,food,web,false,false,2,748.27,441,false,,
409.47,2024-06-06T17:00:00.000000,receive,tok_000270,tok_000271,utilities,mobile_android,false,true,5,919.89,672,false,,
153.19,2024-01-27T00:00:00.000000,send,tok_000271,tok_000272,rent,mobile_ios,false,true,1,616.08,304,false,,
333.38,2024-06-10T00:00:00.000000,receive,tok_000272,tok_000273,food,mobile_ios,false,true,5,442.38,187,false,,
469.77,2024-03-09T15:00:00.000000,receive,tok_000273,tok_000274,utilities,mobile_ios,true,true,3,217.24,1457,false,,
71.47,2024-01-21T23:00:00.000000,send,tok_000274,tok_000275,utilities,mobile_ios,false,true,3,896.59,509,false,,
62.14,2024-03-02T23:00:00.000000,receive,tok_000275,tok_000276,personal,web,false,true,0,140.01,729,false,,
57.98,2024-05-21T20:00:00.000000,send,tok_000276,tok_000277,food,mobile_android,false,true,3,123.16,812,false,,
278.85,2024-02-10T18:00:00.000000,receive,tok_000277,tok_000278,rent,mobile_android,false,true,4,730.01,1052,false,,
139.81,2024-04-15T08:00:00.000000,receive,tok_000278,tok_000279,utilities,mobile_android,false,true,3,351.54,101,false,,
304.39,2024-06-26T13:00:00.000000,send,tok_000279,tok_000280,personal,web,false,true,4,429.39,1387,false,,
360.22,2024-05-01T03:00:00.000000,receive,tok_000280,tok_000281,utilities,mobile_ios,true,true,3,791.08,613,false,,
105.78,2024-01-10T01:00:00.000000,receive,tok_000281,tok_000282,food,web,false,true,4,247.79,533,false,,
318.95,2024-03-15T16:00:00.000000,send,tok_000282,tok_000283,rent,mobile_ios,false,true,4,644.62,357,false,,
135.67,2024-03-14T16:00:00.000000,send,tok_000283,tok_000284,personal,web,true,true,5,248.17,64,false,,
246.82,2024-04-26T20:00:00.000000,receive,tok_000284,tok_000285,utilities,mobile_android,false,true,3,601.0,829,false,,
453.14,2024-06-25T01:00:00.000000,send,tok_000285,tok_000286,rent,mobile_android,true,true,4,721.18,927,false,,
423.82,2024-03-09T14:00:00.000000,send,tok_000286,tok_000287,utilities,mobile_android,false,true,0,284.92,1139,false,,
50.69,2024-05-31T15:00:00.000000,send,tok_000287,tok_000288,utilities,mobile_android,false,true,2,941.28,1127,false,,
214.67,2024-02-21T07:00:00.000000,send,tok_000288,tok_000289,food,mobile_ios,false,true,5,26.82,512,false,,
141.96,2024-01-31T11:00:00.000000,receive,tok_000289,tok_000290,food,web,false,true,4,847.07,194,false,,
6.76,2024-02-28T14:00:00.000000,send,tok_000290,tok_000291,utilities,mobile_ios,false,true,4,875.83,947,false,,
386.7,2024-02-09T02:00:00.000000,send,tok_000291,tok_000292,personal,web,false,true,5,205.45,209,false,,
320.37,2024-02-06T20:00:00.000000,send,tok_000292,tok_000293,food,mobile_android,false,true,0,606.93,287,false,,
134.67,2024-01-16T23:00:00.000000,send,tok_000293,tok_000294,food,mobile_android,false,true,0,188.65,249,false,,
371.91,2024-03-20T13:00:00.000000,send,tok_000294,tok_000295,food,mobile_android,false,true,1,391.75,25,false,,
278.08,2024-05-26T03:00:00.000000,send,tok_000295,tok_000296,food,web,false,true,5,646.17,127,false,,
216.71,2024-04-22T21:00:00.000000,send,tok_000296,tok_000297,rent,mobile_android,false,true,5,783.8,456,false,,
9.79,2024-04-30T16:00:00.000000,receive,tok_000297,tok_000298,utilities,mobile_ios,true,true,2,793.78,268,false,,
42.25,2024-03-19T16:00:00.000000,send,tok_000298,tok_000299,rent,mobile_ios,false,true,1,239.34,406,false,,
442.14,2024-04-14T02:00:00.000000,send,tok_000299,tok_000300,rent,mobile_ios,false,true,5,385.89,821,false,,
